id,text,label
5b133284a6da98dccdde5f03,""" High quality and perfection are the result of more than one hundred steps of craftsmanship, attention to detail and refined style are the components that determine the success of the brand.

The history of the Barceló family begins with the production of espadrilles in 1960, thanks to the ingenuity and creativity of Manolo Barceló, master in the elaboration of handmade ropes and braids, tireless pursuer of perfection in his creations and elaborations begins with the production of espadrilles and rope platforms for the main international fashion brands.

Cosí Cosí Footwear, SL, became the starting point for Manuel Barceló Martínez, son of the founder Manolo, who after years of lending his creative expertise to other designers, decided to go further and create his own line. And so, after more than four decades of experience, Paloma Barceló was born in 2002.""diseno Diseño  lujo  Moda   Lujo  moda  Calzado  calzado",0
556d34fd7369641226dab000,"""BEST HAM IN THE WORLD""​- IFFA International Frankfurt Trade Fair 2016

BEHER  is a Spanish ham producer company that has worldwide fame. 
It is situated in the village of Guijuelo (Salamanca, Spain), in the Protected Designation of Origin (PDO) Jamón from Guijuelo.This third generation family company was founded in the 1930s and is now one of the 300 biggest companies in Castile and León.

In 2001 and 2004 it was awarded ""Best international company""​ during the International Fair in Frankfurt, the main international fair of meat products. Among the many products of Beher ""Bellota Oro""​ (Gold Acorn) stands out, in 2007, 2010, 2013 and 2016 it was awarded ""BEST HAM OF THE WORLD""​ productos ibericos  jamon iberico de bellota   Best ham of the world  Productos Ibéricos  Acorn-fed Ham acornfed ham  best ham of the world Jamón Ibérico de Bellota",0
5e57ea61d5bd4a000176bd7c,"""El mundo necesita gente como La Aguacatera, que ame lo que hace""​Avocados avocados",0
5e581dba9064ba0001ceb925,"""El valor del trabajo bien hecho""​

Somos un grupo financiero independiente especializado en la gestión de Patrimonios desde 1984. 

Nuestro grupo lo componen DUX INVERSORES CAPITAL AV Y DUX INVERSORES SGIIC.

Desde nuestros orígenes, hemos tratado de ofrecer un servicio financiero personalizado, con la confianza y profesionalidad como principios fundamentales.

Nuestro trabajo es vocacional. Nos gusta lo que hacemos, y eso se traslada a los resultados de nuestros clientes.

Gestionamos con autonomía y libertad al no estar subordinados a ningún otro grupo financiero u objetivos comerciales.

Nuestro EQUIPO cuenta con una alta cualificación, acreditaciones CFA y EFPA y experiencia previa en el sector financiero. Contamos con una experiencia de más de 30 años, adoptando siempre los más altos estándares éticos.

Los SOCIOS se encuentran involucrados en la actividad diaria, y en la relación directa con los clientes, invertimos en los mismos productos que nuestros clientes. Lo mejor para tí es lo mejor para nosotros.

Contamos con la colaboración de Entidades de reconocido prestigio en el sector y nos encontramos permanentemente supervisados por diferentes organismos públicos.

Adoptamos un modelo Fintech, buscando nuevas fórmulas y opciones para gestionar y relacionarnos con nuestros clientes.

91 781 32 50 / 94 435 52 97

info@duxinversores.com Asesoramiento Patrimonial  Ciclo Económico y Sectores  analisis fundamental asset management  asesoramiento financiero  Asesoramiento Financiero  Fondos de Inversión y Fondos de Pensiones  finanzas personales Asset Management  Análisis Fundamental   Finanzas Personales  fondos de inversion y fondos de pensiones  gestion del riesgo  Gestión del Riesgo  ciclo economico y sectores  value investing  Value Investing  asesoramiento patrimonial",0
5e55a840831f070001de01d2,"""Fabricación y distribución de complementos alimenticios, cosméticos y suplementos para el bienestar y la salud de todos. Especializada en silicio orgánico.  orgono sport recovery  orgono sport  serum  silicium  silicio organico  neuro health  silicium g7 silicium rosa mosqueta  g7 light legs  soriaskin  gel g5  g7 lipo reduct  silica  silicium g7  hemosil  silicium g5  siliplant  g7 defender  silicium organic  living silica  orgono vision",1
5edb71775691580001afce70,"""Más de 100 años al servicio del agricultor, agricultura y progreso""

Con este lema Quiles se consolida hoy en día como un centro de referencia para los agricultores de las provincias de Guadalajara, Madrid y Cuenca.

Dispone de instalaciones en Guadalajara, Tarancón y Molina de Aragón en las que se ofrece un servicio integral a sus clientes con el objetivo de hacer más rentable su explotación. Jardinería  John Deere  Automoción  Fertilizantes  john deere  maquinaria agricola  Taller agricola  fertilizantes  herbicidas  repuestos agricolas  agricultura de precision  Asesoramiento agronómico  semillas   Agricultura de Precisión  Repuestos agricolas jardineria Maquinaria Agricola  asesoramiento agronomico  taller agricola  Herbicidas  Semillas  automocion",0
55eb40b9f3e5bb3102001123,"""Nuestro objetivo es ser para la sociedad, la correduría de seguros de referencia por la contribución a la tranquilidad, seguridad y bienestar de los clientes, lograda a través de una propuesta cercana y de confianza en productos y servicios aseguradores, así como del compromiso de un equipo humano competente y que se siente reconocido""​.

Desde 1970, líder en volumen de primas y número de clientes en el levante español, socio-fundador de MEDIAVANZ A.I.E., y asociados de ADECOSE. asesoramiento asegurador seguros  consultoria aseguradora   asesoramiento asegurador",0
54a23f687468693a7e67ad19,"""Taking your business to the next level""​

On4U Global Services es una agencia especializada en eCommerce.

Diseñamos, desarrollamos y hacemos crecer negocios online. Adaptamos y personalizamos nuestros proyectos atendiendo a los objetivos y la visión de cada marca. Así es como conseguimos crear experiencias de compra únicas y exclusivas que responden a las necesidades de cada cliente.

Trabajamos con las últimas tecnologías y estándares internacionales, siempre con licencias libres. Somos especialistas en Magento. Solution Silver Partner desde 2009.


Hemos desarrollado una CULTURA basada en la MOTIVACIÓN, la INNOVACIÓN, la CALIDAD y la HONESTIDAD, donde las personas son el centro y la clave del éxito. Por eso, invertimos en talento como estrategia de crecimiento propio y de desarrollo global.
Somos un equipo multidisciplinar de diseñadores, estrategas y desarrolladores. Permanecemos en continua formación para poder seguir siendo los mejores en lo que hacemos.


Nos gustan nuestros clientes porque hacen de nosotros lo que somos. Algunos proyectos de On4u//www.adolfodominguez.com
http//www.malababa.com
http//www.20milproductos.com
http//www.alkar.es
http//www.minivap.com
http//www.independi.com
http//www.thekingsofthehouse.com
http//www.octilus.com
http//www.insertec-store.com
http//www.gaikar.com UX/UI  Agile development   Marketplace  audit Magento  eCommerce  Mobile  Cybersecurity  marketplace  Hosting  hosting  b2b  mobile  ui  atlassian  Atlassian  Audit  B2B/B2C magento  cybersecurity  b2c  agile development  ux  ecommerce",0
5da484e77ca76a0001971c91,"""Textile trading company | Comercio al mayor de textiles.""",0
5c1d946ef651257278b8712a,"""Todo lo de Oriente en Occidente”. Ésta es la filosofía del grupo Oriental Market, especialistas en importación de productos orientales food y non food en España, Portugal y Andorra. Una empresa familiar que desde un inicio destaca por ofrecer a todos sus clientes la oportunidad de disponer de una manera más fácil, rápida y segura de productos premium procedentes de más de 14 países asiáticos, tales como, China, Japón, Corea, Filipinas, Vietnam, Tailandia o Hong Kong, entre otros muchos. japona  cosmética coreana  alimentacion asiatica  distribuidor  vajillas  asia alimentacion asiatica cosmetica coreana   china  china",0
